transaction_id,customer_id,timestamp,amount,payment_method,gateway,merchant_category,status,failure_reason,failure_code,retry_count,previous_failed_payments,previous_successful_payments,customer_risk,recommended_action,recovery_priority,recovery_channel,recovery_status
TXN0002777,CUST06157,2026-08-10 13:38:00,514.82,Wallet,Gateway_B,Travel,SUCCESS,,,1,5,16,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002778,CUST03695,2026-08-23 14:48:00,522.44,Wallet,Razorpay,Education,SUCCESS,,,0,1,9,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002779,CUST04303,2026-08-10 08:35:00,625.3,Credit Card,Razorpay,Healthcare,FAILED,Network Error,NETWORK_ERROR,0,2,7,LOW,RETRY_PAYMENT,MEDIUM,SMS,PENDING
TXN0002780,CUST04912,2026-04-14 00:20:00,1074.32,UPI,Razorpay,Food,SUCCESS,,,0,2,10,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002781,CUST00407,2026-08-04 21:03:00,1594.82,Net Banking,Gateway_A,Food,FAILED,Bank Declined,BANK_DECLINED,2,5,21,HIGH,RETRY_LATER,HIGH,VOICE_ASSISTANT,PENDING
TXN0002782,CUST06988,2026-08-28 19:15:00,347.32,UPI,Gateway_A,Utilities,SUCCESS,,,0,0,1,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002783,CUST01673,2026-03-24 05:11:00,199.7,Wallet,Gateway_B,Travel,FAILED,Technical Error,TECH_ERROR,1,0,19,LOW,RETRY_LATER,MEDIUM,VOICE_ASSISTANT,PENDING
TXN0002784,CUST06823,2026-07-10 22:46:00,234.62,Net Banking,Gateway_A,Food,PENDING,,,0,2,30,LOW,MONITOR,LOW,IN_APP,RECOVERED
TXN0002785,CUST07944,2026-02-16 07:58:00,408.62,Credit Card,Razorpay,Healthcare,SUCCESS,,,0,0,19,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002786,CUST07639,2026-06-05 03:29:00,467.82,Net Banking,Gateway_A,Travel,SUCCESS,,,0,4,29,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002787,CUST05083,2026-08-29 18:36:00,307.97,Net Banking,Razorpay,Healthcare,PENDING,,,0,5,28,HIGH,MONITOR,LOW,VOICE_ASSISTANT,RECOVERED
TXN0002788,CUST04375,2026-05-02 22:29:00,181.98,Credit Card,Razorpay,Ecommerce,SUCCESS,,,0,3,20,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002789,CUST03347,2026-04-21 19:31:00,421.53,Net Banking,Razorpay,Healthcare,SUCCESS,,,1,1,25,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002790,CUST06263,2026-03-05 10:29:00,797.46,Debit Card,Razorpay,Education,SUCCESS,,,0,5,6,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002791,CUST02605,2026-02-19 16:27:00,1205.96,Credit Card,Razorpay,Utilities,SUCCESS,,,0,6,13,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002792,CUST00795,2026-05-06 16:55:00,380.92,UPI,Razorpay,Travel,SUCCESS,,,0,0,16,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002793,CUST07952,2026-04-18 02:56:00,440.1,Debit Card,Razorpay,Food,FAILED,Gateway Timeout,TIMEOUT,0,1,23,LOW,RETRY_PAYMENT,HIGH,EMAIL,PENDING
TXN0002794,CUST06097,2026-01-19 20:09:00,263.3,Wallet,Gateway_B,Utilities,SUCCESS,,,1,1,7,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002795,CUST03766,2026-07-07 06:16:00,644.56,UPI,Razorpay,Education,FAILED,OTP Failure,OTP_FAILED,2,6,15,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002796,CUST04989,2026-04-21 00:52:00,284.74,UPI,Gateway_A,Travel,SUCCESS,,,1,6,5,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002797,CUST06345,2026-08-25 00:10:00,1179.83,Credit Card,Gateway_A,Ecommerce,SUCCESS,,,1,3,11,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002798,CUST00625,2026-05-01 21:29:00,111.51,Wallet,Razorpay,Subscription,SUCCESS,,,0,0,16,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002799,CUST05695,2026-08-10 18:22:00,464.23,Credit Card,Gateway_B,Food,SUCCESS,,,0,2,12,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002800,CUST03142,2026-06-04 02:30:00,898.84,Credit Card,Gateway_A,Ecommerce,SUCCESS,,,0,4,1,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002801,CUST02821,2026-01-21 03:15:00,799.38,Debit Card,Gateway_B,Utilities,SUCCESS,,,1,2,9,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002802,CUST05885,2026-04-04 08:29:00,9828.42,Wallet,Gateway_A,Utilities,SUCCESS,,,0,3,2,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002803,CUST05298,2026-01-13 09:43:00,943.69,Net Banking,Gateway_A,Ecommerce,SUCCESS,,,0,6,26,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002804,CUST00104,2026-01-31 18:25:00,243.7,Debit Card,Gateway_A,Education,SUCCESS,,,0,6,8,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002805,CUST04950,2026-01-21 18:25:00,604.58,Wallet,Razorpay,Food,SUCCESS,,,0,4,13,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002806,CUST03225,2026-01-11 08:08:00,112.59,Credit Card,Gateway_B,Utilities,SUCCESS,,,1,5,9,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002807,CUST05148,2026-05-17 18:26:00,613.63,UPI,Gateway_B,Travel,SUCCESS,,,1,2,6,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002808,CUST04982,2026-03-14 23:37:00,289.15,Debit Card,Razorpay,Travel,SUCCESS,,,0,6,7,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002809,CUST05918,2026-04-17 04:30:00,1661.36,Credit Card,Gateway_A,Utilities,SUCCESS,,,0,4,15,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002810,CUST02458,2026-08-21 17:18:00,383.93,Debit Card,Razorpay,Healthcare,FAILED,Daily Limit Exceeded,LIMIT_EXCEEDED,3,0,17,LOW,USE_ALTERNATIVE_PAYMENT_METHOD,HIGH,VOICE_ASSISTANT,PENDING
TXN0002811,CUST00349,2026-06-23 04:00:00,591.84,Wallet,Razorpay,Ecommerce,SUCCESS,,,0,4,27,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002812,CUST05922,2026-01-24 06:48:00,352.29,Debit Card,Razorpay,Ecommerce,SUCCESS,,,0,6,13,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002813,CUST03102,2026-05-18 09:24:00,3785.19,UPI,Razorpay,Education,SUCCESS,,,0,2,6,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002814,CUST06557,2026-06-18 04:04:00,482.39,Net Banking,Razorpay,Food,SUCCESS,,,1,0,10,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002815,CUST03726,2026-03-22 07:42:00,4157.03,Credit Card,Razorpay,Ecommerce,SUCCESS,,,1,5,1,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002816,CUST03900,2026-07-02 09:30:00,1501.4,Net Banking,Gateway_A,Education,SUCCESS,,,0,6,18,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002817,CUST05562,2026-01-21 15:08:00,1077.14,Credit Card,Gateway_B,Food,FAILED,OTP Failure,OTP_FAILED,3,5,3,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,PENDING
TXN0002818,CUST04689,2026-05-28 09:17:00,961.73,Debit Card,Gateway_B,Food,SUCCESS,,,1,6,13,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002819,CUST03344,2026-03-05 11:09:00,986.14,Credit Card,Gateway_A,Food,SUCCESS,,,1,0,12,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002820,CUST01902,2026-04-09 02:30:00,96.77,UPI,Razorpay,Utilities,FAILED,OTP Failure,OTP_FAILED,0,1,12,LOW,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,PENDING
TXN0002821,CUST07432,2026-08-21 13:15:00,503.26,Net Banking,Razorpay,Food,SUCCESS,,,0,2,30,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002822,CUST06657,2026-01-11 13:31:00,1548.68,UPI,Gateway_A,Food,SUCCESS,,,1,6,1,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002823,CUST03039,2026-05-16 21:52:00,633.4,UPI,Razorpay,Utilities,SUCCESS,,,1,2,27,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002824,CUST00066,2026-01-31 00:22:00,163.17,Wallet,Gateway_B,Healthcare,FAILED,Insufficient Funds,INSUFFICIENT_FUNDS,0,1,2,LOW,USE_ALTERNATIVE_PAYMENT_METHOD,HIGH,SMS,PENDING
TXN0002825,CUST01173,2026-06-05 08:57:00,631.18,Debit Card,Razorpay,Ecommerce,SUCCESS,,,0,6,15,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002826,CUST06202,2026-06-28 20:23:00,3655.93,Debit Card,Gateway_B,Travel,SUCCESS,,,0,4,21,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002827,CUST06754,2026-01-13 21:16:00,2314.37,Credit Card,Gateway_A,Ecommerce,SUCCESS,,,1,0,5,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002828,CUST07071,2026-05-07 10:04:00,625.15,Net Banking,Gateway_A,Subscription,SUCCESS,,,0,6,9,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002829,CUST05163,2026-03-23 09:45:00,1722.36,Wallet,Razorpay,Ecommerce,FAILED,OTP Failure,OTP_FAILED,2,2,8,LOW,RETRY_PAYMENT,MEDIUM,IN_APP,RECOVERED
TXN0002830,CUST00134,2026-05-21 20:19:00,461.04,Wallet,Razorpay,Utilities,SUCCESS,,,0,4,7,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002831,CUST02322,2026-04-14 05:21:00,121.04,Debit Card,Gateway_A,Travel,FAILED,Payment Gateway Error,GATEWAY_ERROR,1,0,16,LOW,SWITCH_GATEWAY,HIGH,VOICE_ASSISTANT,RECOVERED
TXN0002832,CUST05730,2026-03-02 13:56:00,263.89,Net Banking,Gateway_A,Ecommerce,SUCCESS,,,1,6,5,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002833,CUST02537,2026-04-25 00:21:00,3174.45,Wallet,Gateway_A,Ecommerce,SUCCESS,,,0,6,14,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002834,CUST07388,2026-02-20 12:03:00,505.73,Net Banking,Razorpay,Food,FAILED,Bank Declined,BANK_DECLINED,2,4,12,MEDIUM,RETRY_LATER,HIGH,IN_APP,RECOVERED
TXN0002835,CUST07823,2026-01-18 15:03:00,521.45,Credit Card,Gateway_B,Ecommerce,SUCCESS,,,0,3,16,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002836,CUST06628,2026-01-14 11:50:00,492.83,UPI,Gateway_A,Travel,SUCCESS,,,0,2,5,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002837,CUST01469,2026-02-23 08:22:00,4465.5,Debit Card,Gateway_A,Ecommerce,SUCCESS,,,0,3,19,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002838,CUST02174,2026-03-09 12:28:00,3381.11,UPI,Gateway_B,Travel,SUCCESS,,,0,5,30,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002839,CUST03831,2026-07-05 15:42:00,6116.71,Wallet,Razorpay,Education,SUCCESS,,,0,6,21,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002840,CUST07639,2026-05-17 13:34:00,567.34,Wallet,Gateway_B,Healthcare,SUCCESS,,,0,6,23,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002841,CUST03315,2026-03-26 13:15:00,893.93,Wallet,Razorpay,Travel,FAILED,Network Error,NETWORK_ERROR,1,2,23,LOW,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002842,CUST05494,2026-05-21 00:14:00,145.96,Wallet,Gateway_A,Travel,SUCCESS,,,1,0,25,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002843,CUST01522,2026-05-03 16:10:00,2912.99,Credit Card,Gateway_B,Utilities,FAILED,Bank Declined,BANK_DECLINED,2,1,28,LOW,RETRY_LATER,HIGH,IN_APP,PENDING
TXN0002844,CUST00822,2026-01-07 20:35:00,206.9,Wallet,Razorpay,Food,SUCCESS,,,1,1,7,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002845,CUST01554,2026-06-04 23:50:00,826.15,Credit Card,Gateway_B,Utilities,SUCCESS,,,0,1,19,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002846,CUST07051,2026-01-11 06:21:00,222.0,Net Banking,Gateway_A,Education,FAILED,Gateway Timeout,TIMEOUT,2,1,25,LOW,RETRY_PAYMENT,HIGH,SMS,PENDING
TXN0002847,CUST07658,2026-08-09 20:15:00,369.12,Net Banking,Gateway_A,Healthcare,SUCCESS,,,0,1,15,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002848,CUST03879,2026-02-10 07:38:00,287.94,Credit Card,Gateway_B,Utilities,FAILED,Payment Gateway Error,GATEWAY_ERROR,1,0,5,LOW,SWITCH_GATEWAY,HIGH,SMS,PENDING
TXN0002849,CUST00178,2026-06-26 00:00:00,362.17,Wallet,Razorpay,Education,SUCCESS,,,0,1,25,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002850,CUST06541,2026-03-17 04:43:00,387.95,Credit Card,Gateway_B,Education,SUCCESS,,,0,3,22,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002851,CUST00579,2026-02-08 20:45:00,384.42,Wallet,Gateway_B,Healthcare,SUCCESS,,,1,2,27,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002852,CUST02631,2026-03-10 23:33:00,1530.48,UPI,Gateway_A,Subscription,SUCCESS,,,1,0,30,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002853,CUST07586,2026-05-26 23:32:00,220.33,Net Banking,Gateway_A,Travel,SUCCESS,,,0,1,18,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002854,CUST07860,2026-01-01 13:25:00,829.27,Credit Card,Razorpay,Ecommerce,FAILED,Network Error,NETWORK_ERROR,1,5,5,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002855,CUST06213,2026-07-19 05:08:00,2248.37,Net Banking,Gateway_B,Utilities,FAILED,Technical Error,TECH_ERROR,3,3,15,MEDIUM,RETRY_LATER,MEDIUM,SMS,RECOVERED
TXN0002856,CUST00618,2026-06-29 01:09:00,398.14,Net Banking,Gateway_B,Healthcare,PENDING,,,1,2,24,LOW,MONITOR,LOW,VOICE_ASSISTANT,RECOVERED
TXN0002857,CUST06576,2026-05-23 12:20:00,324.43,Net Banking,Razorpay,Food,SUCCESS,,,1,6,2,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002858,CUST02745,2026-06-09 17:11:00,528.2,Wallet,Gateway_A,Food,FAILED,Gateway Timeout,TIMEOUT,2,0,24,LOW,RETRY_PAYMENT,HIGH,IN_APP,PENDING
TXN0002859,CUST06481,2026-02-03 16:55:00,2164.03,Debit Card,Gateway_B,Ecommerce,SUCCESS,,,1,3,26,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002860,CUST06215,2026-04-20 15:28:00,807.63,Debit Card,Gateway_B,Food,SUCCESS,,,0,4,30,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002861,CUST00020,2026-08-04 01:21:00,391.03,Net Banking,Razorpay,Ecommerce,SUCCESS,,,1,1,26,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002862,CUST04165,2026-07-23 13:46:00,1079.09,Debit Card,Gateway_B,Subscription,FAILED,OTP Failure,OTP_FAILED,3,5,3,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002863,CUST03669,2026-05-05 22:02:00,220.9,Debit Card,Gateway_A,Healthcare,SUCCESS,,,0,4,30,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002864,CUST01783,2026-05-27 23:11:00,1314.69,Wallet,Gateway_B,Subscription,SUCCESS,,,0,6,20,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002865,CUST06469,2026-08-22 17:16:00,1000.85,UPI,Gateway_A,Healthcare,SUCCESS,,,0,6,11,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002866,CUST00117,2026-07-24 22:35:00,488.92,Debit Card,Gateway_B,Utilities,SUCCESS,,,1,6,28,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002867,CUST03576,2026-02-03 07:35:00,287.56,Debit Card,Razorpay,Food,PENDING,,,1,3,4,MEDIUM,MONITOR,LOW,SMS,RECOVERED
TXN0002868,CUST05887,2026-08-28 18:12:00,274.05,Wallet,Gateway_B,Utilities,FAILED,Bank Declined,BANK_DECLINED,0,2,20,LOW,RETRY_LATER,HIGH,EMAIL,PENDING
TXN0002869,CUST02781,2026-01-02 23:53:00,1135.49,Credit Card,Gateway_A,Ecommerce,SUCCESS,,,1,3,24,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002870,CUST05727,2026-07-29 20:11:00,2273.28,Credit Card,Razorpay,Food,PENDING,,,2,2,16,LOW,MONITOR,LOW,EMAIL,RECOVERED
TXN0002871,CUST07287,2026-07-03 15:44:00,351.67,Credit Card,Gateway_A,Travel,FAILED,Technical Error,TECH_ERROR,0,6,17,HIGH,RETRY_LATER,MEDIUM,VOICE_ASSISTANT,PENDING
TXN0002872,CUST04312,2026-04-26 17:56:00,1051.94,Credit Card,Razorpay,Food,SUCCESS,,,1,0,11,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002873,CUST05385,2026-04-10 17:49:00,82.51,Wallet,Gateway_A,Ecommerce,SUCCESS,,,0,5,7,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002874,CUST05718,2026-04-05 13:40:00,370.7,Debit Card,Gateway_B,Utilities,SUCCESS,,,0,3,1,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002875,CUST06169,2026-06-25 15:08:00,644.8,Debit Card,Gateway_B,Travel,SUCCESS,,,1,1,29,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002876,CUST05557,2026-08-08 21:11:00,267.82,Wallet,Razorpay,Ecommerce,FAILED,Technical Error,TECH_ERROR,1,1,13,LOW,RETRY_LATER,MEDIUM,IN_APP,RECOVERED
TXN0002877,CUST04449,2026-04-17 02:51:00,260.73,UPI,Gateway_B,Food,SUCCESS,,,0,0,4,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002878,CUST03430,2026-07-07 15:20:00,341.12,Debit Card,Gateway_A,Education,SUCCESS,,,1,2,11,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002879,CUST04090,2026-03-25 12:14:00,890.86,Wallet,Gateway_A,Education,FAILED,Payment Gateway Error,GATEWAY_ERROR,0,1,9,LOW,SWITCH_GATEWAY,HIGH,VOICE_ASSISTANT,RECOVERED
TXN0002880,CUST00047,2026-05-15 15:14:00,551.52,UPI,Razorpay,Travel,SUCCESS,,,1,6,17,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002881,CUST07012,2026-01-15 12:11:00,70.94,Credit Card,Gateway_A,Utilities,SUCCESS,,,1,2,9,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002882,CUST02664,2026-08-17 08:45:00,79.78,UPI,Razorpay,Food,FAILED,OTP Failure,OTP_FAILED,0,6,17,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,PENDING
TXN0002883,CUST03870,2026-07-25 06:53:00,362.54,Debit Card,Razorpay,Food,SUCCESS,,,1,4,14,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002884,CUST00140,2026-03-23 16:02:00,1051.2,Wallet,Razorpay,Subscription,FAILED,Bank Declined,BANK_DECLINED,3,0,8,LOW,RETRY_LATER,HIGH,VOICE_ASSISTANT,RECOVERED
TXN0002885,CUST07225,2026-08-28 09:08:00,50.0,Wallet,Gateway_A,Subscription,SUCCESS,,,0,4,21,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002886,CUST03369,2026-07-24 23:40:00,403.54,UPI,Razorpay,Ecommerce,SUCCESS,,,0,4,20,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002887,CUST06029,2026-06-05 09:29:00,392.98,Wallet,Razorpay,Ecommerce,FAILED,Network Error,NETWORK_ERROR,2,5,19,HIGH,RETRY_PAYMENT,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002888,CUST06310,2026-07-30 20:43:00,2666.01,Net Banking,Gateway_B,Ecommerce,SUCCESS,,,1,6,28,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002889,CUST07531,2026-08-04 09:18:00,452.59,Wallet,Gateway_A,Food,SUCCESS,,,0,4,9,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002890,CUST00898,2026-06-06 09:13:00,975.54,Credit Card,Gateway_A,Travel,SUCCESS,,,0,2,30,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002891,CUST00347,2026-07-12 12:53:00,766.06,Net Banking,Razorpay,Education,FAILED,Technical Error,TECH_ERROR,2,4,1,MEDIUM,RETRY_LATER,MEDIUM,EMAIL,RECOVERED
TXN0002892,CUST05236,2026-06-23 00:38:00,79.0,Credit Card,Gateway_B,Education,FAILED,Insufficient Funds,INSUFFICIENT_FUNDS,1,5,14,HIGH,USE_ALTERNATIVE_PAYMENT_METHOD,HIGH,VOICE_ASSISTANT,RECOVERED
TXN0002893,CUST05876,2026-02-07 22:12:00,1433.98,Wallet,Gateway_A,Education,FAILED,Insufficient Funds,INSUFFICIENT_FUNDS,1,0,12,LOW,USE_ALTERNATIVE_PAYMENT_METHOD,HIGH,SMS,RECOVERED
TXN0002894,CUST02297,2026-02-18 10:39:00,825.01,Wallet,Razorpay,Travel,SUCCESS,,,0,0,19,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002895,CUST06096,2026-05-01 09:45:00,1105.74,Net Banking,Gateway_B,Travel,SUCCESS,,,1,2,20,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002896,CUST02993,2026-01-18 17:31:00,33733.2,UPI,Gateway_B,Education,FAILED,OTP Failure,OTP_FAILED,1,1,1,LOW,RETRY_PAYMENT,MEDIUM,HUMAN_ESCALATION,RECOVERED
TXN0002897,CUST06182,2026-07-21 21:53:00,82.76,Credit Card,Gateway_B,Education,SUCCESS,,,1,5,17,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002898,CUST06603,2026-04-18 05:25:00,3731.99,Debit Card,Razorpay,Healthcare,SUCCESS,,,0,1,29,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002899,CUST03518,2026-04-03 18:43:00,498.97,UPI,Gateway_B,Utilities,SUCCESS,,,0,1,15,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002900,CUST03441,2026-02-23 03:22:00,886.54,Net Banking,Gateway_A,Healthcare,FAILED,Technical Error,TECH_ERROR,1,5,1,HIGH,RETRY_LATER,MEDIUM,VOICE_ASSISTANT,RECOVERED
TXN0002901,CUST01490,2026-06-14 23:15:00,635.55,Wallet,Razorpay,Utilities,SUCCESS,,,0,6,17,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002902,CUST07564,2026-05-09 05:06:00,435.18,UPI,Gateway_A,Healthcare,SUCCESS,,,0,3,27,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002903,CUST02964,2026-04-17 21:15:00,376.22,Debit Card,Gateway_B,Education,SUCCESS,,,0,3,30,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002904,CUST01252,2026-07-05 04:55:00,924.74,Credit Card,Razorpay,Travel,SUCCESS,,,1,0,15,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002905,CUST05118,2026-02-08 05:50:00,145.89,Wallet,Gateway_B,Ecommerce,SUCCESS,,,0,0,23,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002906,CUST06657,2026-03-11 18:30:00,1408.92,Net Banking,Gateway_A,Subscription,SUCCESS,,,1,0,22,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002907,CUST07280,2026-04-30 15:14:00,438.7,Wallet,Gateway_A,Subscription,SUCCESS,,,0,0,21,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002908,CUST06481,2026-03-22 10:42:00,214.85,Net Banking,Gateway_A,Travel,SUCCESS,,,0,6,29,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002909,CUST07086,2026-06-25 01:21:00,424.11,Wallet,Gateway_B,Healthcare,FAILED,Network Error,NETWORK_ERROR,3,4,3,MEDIUM,RETRY_PAYMENT,MEDIUM,EMAIL,PENDING
TXN0002910,CUST02625,2026-05-23 19:49:00,2338.23,Net Banking,Gateway_B,Ecommerce,SUCCESS,,,1,1,13,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002911,CUST06773,2026-03-09 18:47:00,389.42,Wallet,Razorpay,Healthcare,SUCCESS,,,1,1,17,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002912,CUST00188,2026-05-03 13:36:00,951.89,Credit Card,Razorpay,Utilities,SUCCESS,,,0,4,13,MEDIUM,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002913,CUST05581,2026-08-28 21:33:00,320.23,UPI,Razorpay,Ecommerce,FAILED,Insufficient Funds,INSUFFICIENT_FUNDS,2,5,3,HIGH,USE_ALTERNATIVE_PAYMENT_METHOD,HIGH,VOICE_ASSISTANT,RECOVERED
TXN0002914,CUST06614,2026-08-26 19:21:00,1419.3,Wallet,Razorpay,Food,SUCCESS,,,1,6,21,HIGH,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002915,CUST06424,2026-02-04 00:54:00,1320.16,UPI,Gateway_B,Subscription,SUCCESS,,,1,0,30,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
TXN0002916,CUST03292,2026-08-06 20:20:00,4224.3,Net Banking,Gateway_B,Subscription,SUCCESS,,,0,0,15,LOW,NO_ACTION,NONE,NONE,NOT_REQUIRED
